Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -count exons -condenseGenes -raw -d BM_HSC_rep_1/BM_HSC_rep_1.mm10.rsem/BM_HSC_rep_1_STAR_RSEM_mm10_tagdir/ BM_HSC_rep_2/BM_HSC_rep_2.mm10.rsem/BM_HSC_rep_2_STAR_RSEM_mm10_tagdir/ FL_HSC_E14.5_rep_1/FL_HSC_E14.5_rep_1.mm10.rsem/FL_HSC_E14.5_rep_1_STAR_RSEM_mm10_tagdir/ FL_HSC_E14.5_rep_2/FL_HSC_E14.5_rep_2.mm10.rsem/FL_HSC_E14.5_rep_2_STAR_RSEM_mm10_tagdir/)	chr	start	end	strand	Length	Copies	Annotation/Divergence	BM_HSC_rep_1/BM_HSC_rep_1.mm10.rsem/BM_HSC_rep_1_STAR_RSEM_mm10_tagdir/ (7419491.0 total)	BM_HSC_rep_2/BM_HSC_rep_2.mm10.rsem/BM_HSC_rep_2_STAR_RSEM_mm10_tagdir/ (7649856.0 total)	FL_HSC_E14.5_rep_1/FL_HSC_E14.5_rep_1.mm10.rsem/FL_HSC_E14.5_rep_1_STAR_RSEM_mm10_tagdir/ (8316299.0 total)	FL_HSC_E14.5_rep_2/FL_HSC_E14.5_rep_2.mm10.rsem/FL_HSC_E14.5_rep_2_STAR_RSEM_mm10_tagdir/ (8521956.0 total)
NM_009895	chr9	107296659	107302784	+	3009.0	1	Cish|CIS-1|CIS1|Cis|F17|F23|SOCS|-|9 F1|9 57.99 cM|protein-coding	664.500	695.500	44.000	106.000
NM_008455	chr8	45266688	45294835	-	5209.0	1	Klkb1|APS|Kal-3|Kal3|Klk3|PSA|-|8 B1.1|8 25.17 cM|protein-coding	0.000	1.000	0.000	0.000
NM_001271506	chr18	3266354	3327591	-	2713.0	1	Crem|ICER|ICERI|-|18|18 A1|protein-coding	9.500	4.000	18.500	19.500
NM_011585	chr6	86404219	86433405	+	4462.0	1	Tia1|2310050N03Rik|AI256674|TIA-1|mTIA-1|-|6|6 D1|protein-coding	629.000	638.500	1053.000	1049.500
NR_004443	chr7	30462164	30465591	-	1336.0	1	Nphs1os|Nphs1as|-|7|7 B1|ncRNA	0.000	0.000	0.000	0.000
NM_001164677	chr9	113651744	113708259	-	5946.0	1	Pdcd6ip|AI480591|AW544830|Aip1|Alix|C76364|Eig2|mKIAA1375|-|9|9 F3|protein-coding	1696.000	1869.500	1761.000	1994.500
NR_105836	chr10	76008926	76009017	+	91.0	1	Mir6409|Gm27787|mmu-mir-6409|-|10|10 C1|ncRNA	0.000	0.000	0.000	0.500
NM_026840	chr8	40926233	40990770	+	1525.0	1	Pdgfrl|1110039P19Rik|AV013190|-|8|8 A4|protein-coding	1.000	9.000	16.000	7.500
NR_029743	chr1	74394310	74394394	+	84.0	1	Mir26b|Mirn26b|mir-26b|mmu-mir-26b|-|1|1 C3|ncRNA	0.000	0.000	0.000	0.000
NM_172631	chr18	67933173	68255549	+	2569.0	1	Ldlrad4|8230401C20Rik|A430083H02|A430108L08Rik|C18orf1|D18Ertd653e|D330030L18Rik|-|18 E2|18 40.14 cM|protein-coding	20.000	31.000	46.000	21.000
NM_001113735	chr4	143511312	143517833	+	2097.7	3	Gm13057|OTTMUSG00000010207|-|4|4 E1|protein-coding	0.000	0.000	0.000	0.000
NM_028918	chr11	100545632	100572566	+	2804.0	1	Ttc25|4933404O19Rik|-|11|11 D|protein-coding	2.000	0.000	5.000	4.000
NM_028185	chr11	45928269	45944935	-	6447.0	1	Lsm11|2210404M20Rik|AV079530|-|11|11 B1.1|protein-coding	165.000	85.000	198.000	254.000
NM_138646	chr5	112343095	112378424	+	2830.0	1	Hps4|2010205O06Rik|AU040608|BLOC-3|C130020P05Rik|le|mKIAA1667|-|5 F|5 54.69 cM|protein-coding	137.500	130.000	123.000	154.000
NM_134213	chr13	22382538	22383641	+	1102.0	1	Vmn1r199|V1rh4|-|13|13 A3.1|protein-coding	0.000	0.000	0.000	0.000
NM_001317174	chr4	126435013	126468583	-	7287.0	1	Ago1|Eif2c1|-|4|4 D2.2|protein-coding	1407.500	1380.000	1153.500	1165.500
NM_001011835	chr2	88049678	88050622	-	943.0	1	Olfr1162|MOR174-14|-|2|2 D|protein-coding	0.000	0.000	0.000	0.000
NM_001166706	chr7	5146490	5147422	-	931.0	1	Vmn1r55|Gm1422|Gm403|V1rd5|-|7|7 A1|protein-coding	0.000	0.000	0.000	0.000
NR_003293	chr11	96944146	96965060	+	2814.0	1	D030028A08Rik|-|-|11|11 D|ncRNA	122.500	149.500	117.000	142.000
NM_008109	chr2	155941025	155945367	-	2314.0	1	Gdf5|BMP-14|Cdmp-1|bp|brp|-|2 H1|2 77.26 cM|protein-coding	0.000	0.000	0.000	0.000
NM_001033790	chr4	101834969	101844022	-	1969.0	1	B020004J07Rik|-|-|4|4 C6|protein-coding	0.000	0.000	0.000	0.000
NM_019818	chr11	76407143	76416313	+	2832.0	1	Timm22|Tim22|-|11|11 B5|protein-coding	63.000	84.000	76.000	121.500
NR_029526	chr9	106178840	106178927	+	87.0	1	Mirlet7g|Mirnlet7g|let-7g|mmu-let-7g|-|9|9 F1|ncRNA	0.000	0.000	0.000	0.000
NM_026411	chr10	43525119	43541018	-	918.0	1	1700021F05Rik|-|-|10|10 B2|protein-coding	24.000	12.000	69.000	34.000
NM_025994	chr4	141858142	141874920	-	2375.0	1	Efhd2|2600015J22Rik|AA408606|D4Wsu27e|-|4 E1|4 74.75 cM|protein-coding	409.000	513.000	324.000	320.000
NM_025671	chr5	124112321	124115483	+	1563.0	1	Ogfod2|1300006G11Rik|5730405M13Rik|AU041636|AW552395|-|5|5 F|protein-coding	5.500	54.000	50.500	56.000
NM_028815	chr16	55899888	55934848	-	7891.0	1	Cep97|2810403B08Rik|4932439K18Rik|AA437768|E130116N02Rik|Lrriq2|-|16|16 C1.1|protein-coding	362.000	340.500	382.000	470.000
NM_007561	chr1	59764279	59878081	+	11072.0	1	Bmpr2|2610024H22Rik|AL117858|AW546137|BB189135|BMP-2|BMPR-2|BMPR-II|BMPRII|BRK-3|Gm20272|-|1|1 C2|protein-coding	1722.500	1822.000	1731.000	1750.000
NM_146515	chr17	37279501	37280418	-	916.0	1	Olfr99|MOR156-1|-|17|17 B1|protein-coding	20.500	11.500	1.000	9.000
NM_027998	chr8	35824709	35826559	-	1848.0	1	Cldn23|2310014B08Rik|-|8|8 A4|protein-coding	0.000	0.000	0.000	0.000
NM_001256033	chr8	79639676	79677755	+	7304.0	1	Otud4|4930431L18Rik|AI449692|D8Ertd69e|mKIAA1046|-|8 C1|8 37.74 cM|protein-coding	1302.500	960.000	1362.000	1668.000
NM_146403	chr2	111564504	111565442	-	937.0	1	Olfr1295|MOR248-10|-|2|2 E3|protein-coding	0.000	0.000	0.000	0.000
NR_105923	chr15	89185465	89185537	-	72.0	1	Mir6958|Gm27581|mmu-mir-6958|-|15|15 E3|ncRNA	0.000	0.000	0.000	0.000
NM_181529	chr14	34220046	34230421	+	3615.0	1	Syt15|CHR10SYT|E230025K04Rik|sytXV|-|14|14 B|protein-coding	11.000	17.000	0.000	1.000
NM_146747	chr9	39018619	39019539	-	919.0	1	Olfr146|M15|MOR171-10|-|9|9 A5.1|protein-coding	0.000	0.000	0.000	0.000
NM_145692	chr1	9968622	10009136	-	1416.0	1	Ppp1r42|1700011J18Rik|4930418G15Rik|Lrrc67|TLRR|-|1|1 A2|protein-coding	0.000	5.000	0.000	0.000
NM_029576	chr19	5099207	5106996	-	1827.0	1	Rab1b|1110011F09Rik|-|19|19 A|protein-coding	243.000	312.000	477.000	431.000
NM_025835	chr9	100982032	101034884	-	2289.0	1	Pccb|1300012P06Rik|AI314687|R74805|-|9|9 E4|protein-coding	149.000	350.500	317.000	223.000
NM_018791	chr7	24254794	24262444	+	2625.0	1	Zfp108|-|-|7|7 A3|protein-coding	79.000	109.000	82.000	66.000
NM_007650	chr19	10718143	10738974	-	2056.0	1	Cd5|Ly-1|Ly-12|Ly-A|Lyt-1|-|19 A|19 7.16 cM|protein-coding	0.000	0.000	0.000	10.000
NM_027678	chr1	127954179	128102471	-	4201.0	1	Zranb3|4933425L19Rik|AH2|AI316834|C730006D09|-|1|1 E3|protein-coding	206.000	159.000	383.000	302.000
NM_001163741	chr17	29695977	29717017	-	4601.0	1	Ccdc167|1110021J02Rik|-|17 A3.3|17|protein-coding	422.500	553.500	510.500	449.500
NM_146222	chr9	37489321	37524150	+	2285.0	1	Msantd2|2810450G17Rik|9530092B10Rik|-|9|9 A4|protein-coding	217.500	163.500	282.000	172.000
NM_001160135	chrY	67339049	67340047	-	996.0	4	Gm20806|-|-|Y|Y D|protein-coding	0.000	0.000	0.000	0.000
NM_025570	chr4	155802878	155808831	+	1123.0	1	Mrpl20|2610008D01Rik|4930425I20Rik|-|4 E2|4 87.44 cM|protein-coding	22.000	23.000	56.000	56.500
NR_033209	chr10	94293663	94298703	-	770.0	1	Gm4792|E130012K09|EG215472|-|10 C2|10|ncRNA	0.000	0.000	0.000	0.000
NM_010894	chr2	79452641	79456636	-	2490.0	1	Neurod1|BETA2|BHF-1|Nd1|Neurod|bHLHa3|-|2 C3|2 47.58 cM|protein-coding	0.000	0.000	0.000	0.000
NR_131031	chr12	33358252	33394760	-	2006.0	1	Atxn7l1os2|4930556N08Rik|-|12|12 A3|ncRNA	100.500	76.000	83.500	90.500
NM_201362	chr18	69925559	69969484	+	1512.0	1	Ccdc68|BC046343|-|18|18 E2|protein-coding	0.000	0.000	0.000	1.000
NM_001081362	chr5	144768792	144859773	+	12403.0	1	Trrap|AI481500|-|5|5 G2|protein-coding	2292.500	2263.000	2540.500	3061.000
NR_033624	chr3	51559757	51567116	+	713.0	1	5031434O11Rik|AI481280|Gm2370|-|3 C|3|ncRNA	24.000	23.000	12.500	27.000
NM_008514	chr6	134446478	134566913	-	9341.0	1	Lrp6|C030016K15Rik|Cd|Gw|ska26|ska<m26Jus>|skax26|-|6 G1|6 65.37 cM|protein-coding	1363.000	1599.500	1348.500	1308.000
NR_037212	chr10	95559231	95559321	-	90.0	1	Mir3058|mir-3058|mmu-mir-3058|-|10 C2|10 49.43 cM|ncRNA	0.000	0.000	0.000	0.000
NM_026461	chr14	59133040	59142893	-	1060.0	1	1700129C05Rik|-|-|14|14 C3|protein-coding	0.000	0.000	0.000	0.000
NM_146867	chr17	38082032	38082976	-	943.0	1	Olfr131|MOR256-4|-|17|17 B1|protein-coding	0.000	0.000	0.000	0.000
NM_026473	chr18	67390731	67402749	+	1738.0	1	Tubb6|2310057H16Rik|BB220206|-|18|18 E1|protein-coding	48.000	61.000	68.000	112.000
NR_039548	chr2	22654283	22654350	+	67.0	1	Mir3967|mmu-mir-3967|mu-mir-3967|-|2 A3|2 15.15 cM|ncRNA	0.000	0.000	0.000	0.000
NR_045482	chr6	87675593	87690847	-	1042.0	1	1810020O05Rik|-|-|6 D1|6|ncRNA	5.000	7.000	13.000	6.500
NM_001105151	chr7	8010339	8035143	-	2509.8	4	Vmn2r47|-|-|7|7 A1|protein-coding	0.000	4.000	0.000	0.000
NR_130958	chr11	86201360	86211192	+	4431.0	1	Brip1os|4632419I22Rik|-|11|11 C|ncRNA	441.500	378.500	639.500	593.000
NM_026282	chr9	21755440	21760303	-	1361.0	1	Spc24|2410030K01Rik|AV109292|Spbc24|-|9|9 A3|protein-coding	45.500	56.000	402.000	326.000
NM_009523	chr4	137277635	137299501	+	3816.0	1	Wnt4|Wnt-4|-|4|4 D3|protein-coding	3.000	0.000	9.000	6.000
NR_003202	chr1	73391385	73407569	-	1555.0	1	Pinc|-|-|1|1 C3|ncRNA	0.000	0.000	0.000	0.000
NM_147063	chr7	99735145	99736095	+	949.0	1	Olfr520|MOR101-1|-|7|7 E1|protein-coding	0.000	0.000	0.000	0.000
NM_008302	chr17	45567778	45573261	-	2495.0	1	Hsp90ab1|90kDa|AL022974|C81438|Hsp84|Hsp84-1|Hsp90|Hspcb|-|17 B3|17 22.59 cM|protein-coding	12945.000	13798.500	20638.500	24499.000
NM_013880	chr17	50509547	50688494	+	4043.0	1	Plcl2|PLC-L2|PRIP-2|Plce2|mKIAA1092|-|17|17 C|protein-coding	232.000	154.000	308.000	411.000
NM_001289798	chr5	30155253	30184593	+	2057.0	1	Hadhb|4930479F15Rik|Mtpb|TP-beta|-|5|5 B1|protein-coding	340.500	336.000	403.000	392.000
NM_027435	chr15	58094047	58135082	-	5653.0	1	Atad2|2610509G12Rik|-|15|15 D1|protein-coding	547.000	767.000	1941.000	2009.000
NM_027617	chr3	146457203	146499753	-	1903.0	1	Spata1|4921536I21Rik|AV266943|SP-2|-|3|3 H2|protein-coding	41.500	57.500	25.500	19.000
NM_015730	chr2	181022311	181039177	-	4429.0	1	Chrna4|Acra-4|Acra4|EBN1|ENFL1|-|2 H4|2 103.54 cM|protein-coding	0.000	0.000	0.000	0.000
NM_020610	chr7	109758056	109781545	-	3904.0	1	Nrip3|A330103B05Rik|D7H11orf14|ICRFP703B1614Q5.2|-|7|7 E3|protein-coding	5.000	1.000	0.000	0.000
NM_001033279	chr17	27751232	27820542	-	3805.0	1	D17Wsu92e|AU020189|C030010A15|C80239|-|17 A3.3|17 14.59 cM|protein-coding	412.500	454.000	548.000	458.000
NM_001039218	chr18	44027869	44032208	+	559.0	1	Spink14|EG433178|Gm5505|-|18|18 B3|protein-coding	0.000	0.000	0.000	0.000
NM_025317	chr10	81264722	81266926	-	582.0	1	Mrpl54|0610008M19Rik|D10Sut1e|-|10 C1|10 39.72 cM|protein-coding	16.000	25.000	45.000	83.000
NM_001271587	chr6	137477245	137571009	-	4538.0	1	Eps8|AW261790|-|6 G1|6 66.78 cM|protein-coding	404.500	303.000	114.000	219.500
NM_001177534	chr8	58698849	58700796	-	1946.0	1	Gm15881|OTTMUSG00000027193|-|8|8 B2|protein-coding	0.000	0.000	0.000	0.000
NM_001081173	chrX	147470378	147554081	-	4909.0	1	Lrch2|AI316885|mKIAA1495|-|X|X F2|protein-coding	71.000	22.000	46.000	72.000
NM_001042503	chr9	114511273	114564369	-	5186.0	1	Trim71|2610206G21Rik|AL022943|Gm1127|Lin41|lin-41|mLin41|mlin-41|-|9|9 F3|protein-coding	0.000	0.000	28.000	4.000
NM_011543	chr11	52231995	52246858	+	1446.0	1	Skp1a|15kDa|2610043E24Rik|2610206H23Rik|EMC19|OCP-II|OCP2|SKP1|Tceb1l|p19A|p19Skp1|-|11 B1.3|11 31.86 cM|protein-coding	725.500	908.500	517.500	395.000
NM_001081448	chr10	130385800	130394241	-	2543.0	1	Vmn2r84|EG625068|-|10|10 D3|protein-coding	0.000	0.000	0.000	0.000
NM_145384	chr4	139298530	139310708	-	1519.0	1	Pqlc2|BC019216|-|4|4 D3|protein-coding	17.500	5.000	8.000	17.500
NM_201353	chr18	60995380	61014199	-	3327.0	1	Slc6a7|AW455934|PROT|-|18|18 E1|protein-coding	3.000	0.000	0.000	0.000
NM_183296	chr16	88962304	88962873	-	567.0	1	Krtap16-3|5430404J20Rik|Krtap16-10|-|16|16 C3.3|protein-coding	0.000	0.000	0.000	0.000
NM_144939	chr17	47695207	47704286	+	2126.0	1	Frs3|4930417B13Rik|AI449674|Frs2beta|Snt2|-|17|17 C|protein-coding	14.000	37.500	12.000	1.000
NM_001011864	chr9	38664913	38665842	-	928.0	1	Olfr917|MOR168-2P|-|9|9 A5.1|protein-coding	0.000	0.000	0.000	0.000
NM_013907	chr19	45578257	45660193	-	1935.0	1	Fbxw4|Dac|Fbw4|SHFM3|SHSF3|dactylin|dactylyn|-|19 C3|19 38.75 cM|protein-coding	49.500	37.500	58.500	19.500
NM_001302649	chr1	173920401	173942492	-	4862.0	1	Ifi203|Mndal|-|1 H3|1 80.76 cM|protein-coding	3320.000	2940.500	872.000	1046.000
NR_029544	chr2	84741115	84741178	-	63.0	1	Mir130a|Mirn130|Mirn130a|mir-130a|-|2|2 D|ncRNA	0.000	0.000	0.000	0.000
NM_029774	chr2	35751226	35979624	-	3180.0	1	Ttll11|4932702F08Rik|4933424A20Rik|AU043211|D2Ertd624e|-|2 B|2 23.9 cM|protein-coding	0.000	0.000	2.000	0.000
NM_029285	chr5	30466077	30484087	+	706.0	1	1700001C02Rik|1700047H18Rik|-|5|5 B1|protein-coding	0.000	0.000	0.000	3.000
NM_001013750	chr1	28776122	28780252	-	2878.0	1	Gm597|-|-|1|1 A5|protein-coding	0.000	0.000	0.000	0.000
NM_001303015	chr18	46741876	46790826	+	1552.0	1	Ap3s1|-|-|18|18 C|protein-coding	44.000	45.500	63.000	48.500
NM_001276423	chr2	172393794	172433757	+	3619.0	1	Cass4|F730031O20Rik|-|2|2 H3|protein-coding	39.500	41.500	30.500	34.000
NM_001347169	chr4	109000655	109061776	+	4479.0	1	Nrd1|2600011I06Rik|AI875733|NRD-C|Nrdc|-|4|4 C7|protein-coding	1333.500	1558.500	1481.500	2054.500
NM_001142734	chr6	136327539	136329983	+	1569.0	1	Gm8994|B020013A22Rik|EG668137|-|6 G1|6|protein-coding	0.000	0.000	1.000	1.000
NM_207583	chr1	158245269	158356260	-	4091.0	1	Brinp2|6430517E21Rik|BB361039|Fam5b|mKIAA1747|-|1|1 H1|protein-coding	2.000	0.000	0.000	0.000
NM_001081197	chr1	152750551	152757544	+	1562.0	1	Apobec4|4933431M11Rik|-|1|1 G3|protein-coding	1.000	1.000	0.000	0.000
NM_015769	chr16	13109736	13152009	+	6690.0	1	Ercc4|AI606920|Xpf|-|16|16 A1|protein-coding	316.000	252.000	262.000	280.000
NM_001305262	chr2	122303549	122313730	-	1531.0	1	Duoxa1|BC019755|Nip|Nip1|-|2|2 E5|protein-coding	0.000	0.000	0.000	0.000
NM_009595	chr1	156558787	156649619	+	10700.0	1	Abl2|AA536808|Abll|Arg|-|1 G3|1 67.71 cM|protein-coding	506.000	785.000	580.000	751.000
NR_015517	chr5	128579130	128600687	-	2399.0	1	5930412G12Rik|-|-|5|5 G1.3|ncRNA	0.000	0.000	0.000	0.000
NM_026165	chr18	31580164	31609930	-	4393.0	1	Slc25a46|1200007B05Rik|AI325987|-|18|18 B1|protein-coding	358.500	405.000	109.500	124.000
NM_001033983	chr9	98903119	98904622	+	1501.0	1	7420426K07Rik|-|-|9|9 E3.3|protein-coding	0.000	0.000	0.000	0.000
NR_040355	chr4	145789515	145831978	+	4561.0	1	Znf41-ps|1700029I01Rik|-|4|4 E1|pseudo	113.000	94.500	139.500	143.000
NM_008154	chr4	133209340	133212536	-	2139.0	1	Gpr3|Gpcr20|Gpcr21|Gpcr3|-|4|4 D2.3|protein-coding	1.000	0.000	0.000	0.000
NR_045343	chr19	40868316	40882639	+	875.0	1	E030044B06Rik|E030007J07Rik|Gm1618|-|19|19 C3|ncRNA	0.000	0.000	0.000	0.000
NM_007974	chr13	95511730	95525240	-	2752.0	1	F2rl1|Gpcr11|PAR-2|Par2|-|13 D1|13 49.53 cM|protein-coding	0.000	4.000	0.000	0.000
NR_045045	chr12	7372039	7380330	-	336.0	1	1700101O22Rik|-|-|12|12 A1.1|ncRNA	0.000	0.000	0.000	0.000
NM_011658	chr12	33957671	33959831	+	1626.0	1	Twist1|M-Twist|Pde|Ska10|Ska<m10Jus>|Twist|bHLHa38|pdt|-|12 A3|12 14.81 cM|protein-coding	1.000	0.000	1.000	0.000
NM_207149	chr2	85753363	85754306	+	933.0	1	Olfr1010|MOR213-1|MOR213-1_p|MOR213-7P|Olfr1011|Olfr1011-ps1|-|2|2 D|protein-coding	0.000	0.000	0.000	0.000
NM_029615	chr2	29346810	29478433	+	1702.0	1	Med27|1500015J03Rik|2310042P07Rik|AA682045|Crsp8|D2Ertd434e|-|2 B|2 19.84 cM|protein-coding	100.000	103.000	102.000	159.500
NM_008553	chr10	87491041	87493660	-	2255.0	1	Ascl1|AI225900|ASH1|Mash1|bHLHa46|-|10|10 C1|protein-coding	0.000	0.000	0.000	0.000
NM_009139	chr11	83587886	83593087	-	1430.0	1	Ccl6|MRP-1|Scya6|c10|-|11 C|11 50.85 cM|protein-coding	0.000	8.000	11.000	8.000
NM_026057	chr6	116624016	116628999	-	3183.0	1	Zfp422|2900028O21Rik|AU041373|KOX15|Krox-25-2|Krox-26|Krox25|Krox26|Znf22|-|6|6 E3|protein-coding	298.000	278.500	566.500	394.000
NM_133891	chr4	53440413	53622478	+	3084.0	1	Slc44a1|2210409B22Rik|4833416H08Rik|AW547365|CHTL1|CTL1|Cdw92|-|4|4 B2|protein-coding	127.500	64.500	66.500	34.000
NM_026917	chr9	123072310	123113205	-	6978.0	1	Zdhhc3|1110020O22Rik|1810006O10Rik|2210017C02Rik|DHHC-3|GODZ|Gramp1|Zfp373|-|9|9 F4|protein-coding	391.000	318.000	404.500	579.500
NM_181750	chr1	128103306	128237735	+	4783.0	1	R3hdm1|R3hdm|-|1|1 E3|protein-coding	848.000	882.000	1142.000	1281.000
NM_001289680	chr6	146805530	146833529	+	2579.0	1	Arntl2|4632430A05Rik|BMAL2|CLIF|MOP9|bHLHe6|-|6|6 G3|protein-coding	0.000	0.000	7.000	2.000
NR_106031	chr7	143570671	143570759	-	88.0	1	Mir7064|Gm27632|mmu-mir-7064|-|7|7 F5|ncRNA	0.000	0.000	0.000	0.000
NR_040635	chr2	75436057	75444179	-	926.0	1	9430019J16Rik|-|-|2|2 C3|ncRNA	0.000	0.000	0.000	0.000
NM_019388	chr16	36603869	36666077	-	2529.0	1	Cd86|B7|B7-2|B7.2|B70|CLS1|Cd28l2|ETC-1|Ly-58|Ly58|MB7|MB7-2|TS/A-2|-|16 B3|16 25.72 cM|protein-coding	26.000	69.000	15.000	9.000
NM_001277100	chr19	53142756	53247326	+	4494.0	1	Add3|AI463285|R75380|-|19 D2|19 47.18 cM|protein-coding	296.000	225.000	695.500	689.000
NR_040714	chr9	50488799	50504805	-	1116.0	1	Plet1os|2310014F07Rik|-|9|9 A5.3|ncRNA	0.000	0.000	0.000	0.000
NR_040413	chr5	52973012	52992292	-	476.0	1	5033403H07Rik|-|-|5|5 C1|ncRNA	0.000	0.000	0.000	0.000
NR_028558	chr1	63179023	63179135	+	112.0	1	Snora41|MBI-83|-|1 C2|1|snoRNA	0.000	0.000	0.000	0.500
NR_027874	chr5	143329308	143332704	+	438.0	1	0610040B10Rik|-|-|5|5 G2|ncRNA	10.000	1.000	11.000	4.000
NM_206973	chr19	4139799	4145740	+	3920.0	1	Gpr152|A930009H15Rik|Gm673|-|19|19 A|protein-coding	0.000	2.000	0.000	0.000
NM_001163610	chrX	101849385	102092055	+	12961.0	1	Nhsl2|1110062M06Rik|6430511F03|AI225852|AW488865|EG621083|ENSMUSG00000073037|Gm10456|-|X|X D|protein-coding	274.000	360.500	376.500	713.000
NM_146771	chr2	88339567	88340514	+	946.0	1	Olfr1176|MOR174-5|-|2|2 D|protein-coding	0.000	0.000	0.000	0.000
NM_001142939	chr12	102739830	102757810	-	3831.0	1	Gm20604|AK010878-Moap1|-|12 E|12|protein-coding	61.500	29.000	163.500	119.000
NR_045920	chr16	16707687	16718121	-	1577.0	1	4933404G15Rik|4933401J20Rik|-|16|16 A3|ncRNA	0.000	0.000	0.000	0.000
NR_027831	chr2	94406707	94411680	+	1480.0	1	2810002D19Rik|-|-|2|2 E1|ncRNA	74.000	62.000	73.000	57.000
NR_028568	chr9	15326289	15326330	-	41.0	1	Scarna9|Z32|-|9 A2|9|ncRNA	0.000	0.000	0.000	0.000
NM_198612	chr6	100704734	100805081	+	1817.0	1	Gxylt2|Glt8d4|Gm152|-|6|6 D3|protein-coding	0.000	0.000	1.000	0.000
NM_033175	chr3	92944486	92945730	+	560.0	1	Lce3c|2300007B01Rik|AV076207|Eig3|Sprrl1|-|3|3 F1|protein-coding	0.000	0.000	0.000	0.000
NM_001302798	chr18	69979131	70053588	-	7358.0	1	Rab27b|2310021G14Rik|B130064M09Rik|-|18 E2|18 43.89 cM|protein-coding	120.000	83.000	54.000	107.000
NM_144931	chr8	104511028	104534637	-	1786.0	1	Nae1|59kDa|Appbp1|-|8|8 D3|protein-coding	85.500	129.000	75.000	108.000
NM_024242	chr13	38036989	38061433	+	2725.0	1	Riok1|3110046C13Rik|5430416A05Rik|Ad034|-|13|13 A3.3|protein-coding	201.000	251.000	358.000	386.000
NM_027652	chr5	30232581	30272430	+	6794.0	1	Selenoi|4933402G07Rik|AI448296|AI452230|C79563|D5Wsu178e|Ept1|SELI|mKIAA1724|-|5 B1|5 16.22 cM|protein-coding	145.500	227.000	217.000	300.000
NM_009891	chr14	32408203	32465909	-	2792.0	1	Chat|B230380D24Rik|-|14 B|14 19.4 cM|protein-coding	0.000	0.000	0.000	0.000
NM_001162917	chr9	64811011	64919667	+	8618.0	1	Dennd4a|AI115600|AI851943|F730015K02Rik|-|9|9 C|protein-coding	1341.000	1707.000	917.500	1148.000
NM_001167790	chr8	21655767	21656736	+	407.0	1	Defa17|AU014719|Cryp17|Defcr17|-|8|8 A2|protein-coding	0.000	0.000	0.000	0.000
NM_025383	chr4	141066512	141078357	-	1896.0	1	Necap2|1110005F07Rik|AA409105|C78898|-|4|4 D3|protein-coding	111.500	132.500	182.000	247.000
NM_016682	chr7	34140697	34168529	-	2505.0	1	Uba2|AA986091|Arx|Sae2|UBA1|Ubl1a2|Uble1b|-|7|7 B1|protein-coding	257.500	245.500	403.000	526.500
NM_026641	chr3	68892499	69004570	-	4068.0	1	Ift80|4921524P20Rik|Wdr56|mKIAA1374|-|3|3 E1|protein-coding	254.000	255.000	130.000	141.500
NM_053264	chr10	22066309	22068079	-	1769.0	1	4930444G20Rik|-|-|10|10 A3|protein-coding	0.000	0.000	0.000	0.000
NM_133231	chr3	54803115	54807791	-	2157.0	1	Rfxap|5730495K23Rik|-|3|3 C|protein-coding	149.000	72.000	159.000	126.000
NM_138675	chr11	59948214	59963306	+	3009.0	1	Med9|BC019367|Med25|-|11|11 B1.3|protein-coding	80.000	72.000	148.500	138.000
NM_026772	chr19	5917556	5924816	-	1487.0	1	Cdc42ep2|1110008C05Rik|Borg1|Cep2|D19Bwg1013e|-|19 A|19 4.34 cM|protein-coding	8.000	0.000	8.000	30.000
NM_183135	chr2	177903064	177925650	-	878.0	1	Zfp972|C330013J21Rik|-|2|2 H4|protein-coding	4.000	0.000	1.000	0.000
NM_001012638	chr8	105698155	105701228	-	1549.0	1	Acd|-|-|8 D3|8 53.04 cM|protein-coding	204.000	107.500	227.000	159.500
NM_001104927	chr4	96444588	96507386	-	1510.0	1	Cyp2j8|Cyp2j8-ps|OTTMUSG00000007938|-|4|4 C5|protein-coding	0.000	0.000	0.000	0.000
NR_105867	chr1	93346092	93346155	+	63.0	1	Mir6902|mmu-mir-6902|-|1|1 D|ncRNA	0.000	0.000	0.000	0.000
NM_134180	chr6	58265174	58266082	+	907.0	1	Vmn1r28|V1rc25|-|6|6 B3|protein-coding	0.000	0.000	0.000	0.000
NM_033174	chr7	59982495	60005199	-	2008.0	1	Snurf|2410045I01Rik|Snrpn|-|7|7 B5|protein-coding	28.000	81.500	40.500	42.000
NM_001033541	chrX	106583186	106710557	+	1803.0	1	Gm5127|B130007I08|EG331493|-|X|X D|protein-coding	0.000	0.000	0.000	0.000
NR_105994	chr5	114404468	114404539	+	71.0	1	Mir7027|Gm27831|mmu-mir-7027|-|5|5 F|ncRNA	0.000	0.000	0.000	0.000
NM_023128	chr10	79793572	79820896	+	2640.0	1	Palm|-|-|10 C1|10 39.72 cM|protein-coding	48.000	42.000	52.000	46.500
NM_145946	chr7	79392338	79450264	+	4579.0	1	Fanci|-|-|7|7 D2|protein-coding	150.000	142.000	332.000	316.500
NM_177325	chr11	74898080	74909340	+	3368.0	1	Tsr1|AU040765|AW550801|mKIAA1401|-|11|11 B5|protein-coding	301.000	320.500	465.000	577.000
